ID,Shopify Name,Sawadeekard Name,Before,Change,After
073/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	073/091	Tandemaus	[Colorless]	[C - Common]	(Reverse Holo),Tandemaus [Colorless] [C - Common] (Reverse Holo),1.0,0.0,1.0
074/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	074/091	Maushold	[Colorless]	[U - Uncommon]	(Non-Foil),Maushold [Colorless] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
074/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	074/091	Maushold	[Colorless]	[U - Uncommon]	(Reverse Holo),Maushold [Colorless] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
075/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	075/091	Squawkabilly ex	[Colorless]	[RR - Double Rare]	(Foil),Squawkabilly ex [Colorless] [RR - Double Rare] (Foil),0.5,1.5,2.0
076/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	076/091	Artazon	[Stadium]	[U - Uncommon]	(Non-Foil),Artazon [Stadium] [U - Uncommon] (Non-Foil),0.8,-0.30000000000000004,0.5
076/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	076/091	Artazon	[Stadium]	[U - Uncommon]	(Reverse Holo),Artazon [Stadium] [U - Uncommon] (Reverse Holo),2.0,-1.0,1.0
077/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	077/091	Artticus	[Supporter]	[U - Uncommon]	(Non-Foil),Artticus [Supporter] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
077/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	077/091	Artticus	[Supporter]	[U - Uncommon]	(Reverse Holo),Artticus [Supporter] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
078/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	078/091	Clive	[Supporter]	[U - Uncommon]	(Non-Foil),Clive [Supporter] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
078/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	078/091	Clive	[Supporter]	[U - Uncommon]	(Reverse Holo),Clive [Supporter] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
079/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	079/091	Electric Generator	[Item]	[U - Uncommon]	(Non-Foil),Electric Generator [Item] [U - Uncommon] (Non-Foil),0.6,-0.09999999999999998,0.5
079/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	079/091	Electric Generator	[Item]	[U - Uncommon]	(Reverse Holo),Electric Generator [Item] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
080/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	080/091	Iono	[Supporter]	[U - Uncommon]	(Non-Foil),Iono [Supporter] [U - Uncommon] (Non-Foil),4.0,-3.5,0.5
080/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	080/091	Iono	[Supporter]	[U - Uncommon]	(Reverse Holo),Iono [Supporter] [U - Uncommon] (Reverse Holo),4.5,-3.3,1.2
081/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	081/091	Moonlit Hill	[Stadium]	[U - Uncommon]	(Non-Foil),Moonlit Hill [Stadium] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
081/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	081/091	Moonlit Hill	[Stadium]	[U - Uncommon]	(Reverse Holo),Moonlit Hill [Stadium] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
082/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	082/091	Nemona	[Supporter]	[C - Common]	(Non-Foil),Nemona [Supporter] [C - Common] (Non-Foil),0.5,0.0,0.5
082/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	082/091	Nemona	[Supporter]	[C - Common]	(Reverse Holo),Nemona [Supporter] [C - Common] (Reverse Holo),1.0,0.0,1.0
083/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	083/091	Nemona's Backpack	[Item]	[U - Uncommon]	(Non-Foil),Nemona's Backpack [Item] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
083/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	083/091	Nemona's Backpack	[Item]	[U - Uncommon]	(Reverse Holo),Nemona's Backpack [Item] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
084/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	084/091	Nest Ball	[Item]	[U - Uncommon]	(Non-Foil),Nest Ball [Item] [U - Uncommon] (Non-Foil),1.9,-1.2999999999999998,0.6
084/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	084/091	Nest Ball	[Item]	[U - Uncommon]	(Reverse Holo),Nest Ball [Item] [U - Uncommon] (Reverse Holo),4.5,-3.5,1.0
085/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	085/091	Paldean Student	[Supporter]	[C - Common]	(Non-Foil),Paldean Student [Supporter] [C - Common] (Non-Foil),0.5,0.0,0.5
085/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	085/091	Paldean Student	[Supporter]	[C - Common]	(Reverse Holo),Paldean Student [Supporter] [C - Common] (Reverse Holo),1.0,0.0,1.0
086/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	086/091	Paldean Student	[Supporter]	[C - Common]	(Non-Foil),Paldean Student [Supporter] [C - Common] (Non-Foil),0.5,0.0,0.5
086/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	086/091	Paldean Student	[Supporter]	[C - Common]	(Reverse Holo),Paldean Student [Supporter] [C - Common] (Reverse Holo),1.0,0.0,1.0
087/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	087/091	Professor's Research Professor Sada	[Supporter]	[R - Rare]	(Foil),Professor's Research Professor Sada [Supporter] [R - Rare] (Foil),0.5,0.0,0.5
087/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	087/091	Professor's Research Professor Sada	[Supporter]	[R - Rare]	(Reverse Holo),Professor's Research Professor Sada [Supporter] [R - Rare] (Reverse Holo),1.0,0.0,1.0
088/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	088/091	Professor's Research Professor Turo	[Supporter]	[R - Rare]	(Foil),Professor's Research Professor Turo [Supporter] [R - Rare] (Foil),0.6,-0.09999999999999998,0.5
088/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	088/091	Professor's Research Professor Turo	[Supporter]	[R - Rare]	(Reverse Holo),Professor's Research Professor Turo [Supporter] [R - Rare] (Reverse Holo),1.3,-0.30000000000000004,1.0
089/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	089/091	Rare Candy	[Item]	[C - Common]	(Non-Foil),Rare Candy [Item] [C - Common] (Non-Foil),0.8,-0.30000000000000004,0.5
089/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	089/091	Rare Candy	[Item]	[C - Common]	(Reverse Holo),Rare Candy [Item] [C - Common] (Reverse Holo),1.5,-0.5,1.0
090/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	090/091	Technical Machine: Crisis Punch	[Pokemon Tool]	[U - Uncommon]	(Non-Foil),Technical Machine: Crisis Punch [Pokemon Tool] [U - Uncommon] (Non-Foil),0.5,0.09999999999999998,0.6
090/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	090/091	Technical Machine: Crisis Punch	[Pokemon Tool]	[U - Uncommon]	(Reverse Holo),Technical Machine: Crisis Punch [Pokemon Tool] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
091/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	091/091	Ultra Ball	[Item]	[U - Uncommon]	(Non-Foil),Ultra Ball [Item] [U - Uncommon] (Non-Foil),0.6,-0.09999999999999998,0.5
091/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	091/091	Ultra Ball	[Item]	[U - Uncommon]	(Reverse Holo),Ultra Ball [Item] [U - Uncommon] (Reverse Holo),1.5,-0.19999999999999996,1.3
092/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	092/091	Oddish	[Grass]	[SR - Shiny Rare]	(Foil),Oddish [Grass] [SR - Shiny Rare] (Foil),0.5,8.8,9.3
093/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	093/091	Gloom	[Grass]	[SR - Shiny Rare]	(Foil),Gloom [Grass] [SR - Shiny Rare] (Foil),0.5,3.5,4.0
094/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	094/091	Vileplume	[Grass]	[SR - Shiny Rare]	(Foil),Vileplume [Grass] [SR - Shiny Rare] (Foil),0.5,8.8,9.3
095/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	095/091	Scyther	[Grass]	[SR - Shiny Rare]	(Foil),Scyther [Grass] [SR - Shiny Rare] (Foil),0.5,10.1,10.6
096/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	096/091	Hoppip	[Grass]	[SR - Shiny Rare]	(Foil),Hoppip [Grass] [SR - Shiny Rare] (Foil),0.5,4.1,4.6
097/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	097/091	Skiploom	[Grass]	[SR - Shiny Rare]	(Foil),Skiploom [Grass] [SR - Shiny Rare] (Foil),0.5,4.1,4.6
098/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	098/091	Jumpluff	[Grass]	[SR - Shiny Rare]	(Foil),Jumpluff [Grass] [SR - Shiny Rare] (Foil),0.5,3.5,4.0
099/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	099/091	Pineco	[Grass]	[SR - Shiny Rare]	(Foil),Pineco [Grass] [SR - Shiny Rare] (Foil),0.5,2.8,3.3
100/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	100/091	Snover	[Grass]	[SR - Shiny Rare]	(Foil),Snover [Grass] [SR - Shiny Rare] (Foil),0.5,3.5,4.0
101/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	101/091	Abomasnow	[Grass]	[SR - Shiny Rare]	(Foil),Abomasnow [Grass] [SR - Shiny Rare] (Foil),0.5,4.1,4.6
102/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	102/091	Smoliv	[Grass]	[SR - Shiny Rare]	(Foil),Smoliv [Grass] [SR - Shiny Rare] (Foil),0.5,4.8,5.3
103/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	103/091	Dolliv	[Grass]	[SR - Shiny Rare]	(Foil),Dolliv [Grass] [SR - Shiny Rare] (Foil),0.5,2.8,3.3
104/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	104/091	Arboliva	[Grass]	[SR - Shiny Rare]	(Foil),Arboliva [Grass] [SR - Shiny Rare] (Foil),0.5,2.8,3.3
105/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	105/091	Toedscool	[Grass]	[SR - Shiny Rare]	(Foil),Toedscool [Grass] [SR - Shiny Rare] (Foil),0.5,3.5,4.0
106/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	106/091	Capsakid	[Grass]	[SR - Shiny Rare]	(Foil),Capsakid [Grass] [SR - Shiny Rare] (Foil),0.5,1.5,2.0
107/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	107/091	Scovillian	[Grass]	[SR - Shiny Rare]	(Foil),Scovillian [Grass] [SR - Shiny Rare] (Foil),0.5,2.1,2.6
108/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	108/091	Rellor	[Grass]	[SR - Shiny Rare]	(Foil),Rellor [Grass] [SR - Shiny Rare] (Foil),0.5,3.5,4.0
109/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	109/091	Charmander	[Fire]	[SR - Shiny Rare]	(Foil),Charmander [Fire] [SR - Shiny Rare] (Foil),0.5,32.6,33.1
110/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	110/091	Charmeleon	[Fire]	[SR - Shiny Rare]	(Foil),Charmeleon [Fire] [SR - Shiny Rare] (Foil),0.5,26.0,26.5
111/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	111/091	Paldean Tauros	[Fire]	[SR - Shiny Rare]	(Foil),Paldean Tauros [Fire] [SR - Shiny Rare] (Foil),0.5,3.5,4.0
112/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	112/091	Entei	[Fire]	[SR - Shiny Rare]	(Foil),Entei [Fire] [SR - Shiny Rare] (Foil),0.5,12.7,13.2
113/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	113/091	Oricorio	[Fire]	[SR - Shiny Rare]	(Foil),Oricorio [Fire] [SR - Shiny Rare] (Foil),0.5,1.9,2.4
114/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	114/091	Charcadet	[Fire]	[SR - Shiny Rare]	(Foil),Charcadet [Fire] [SR - Shiny Rare] (Foil),0.5,6.8,7.3
115/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	115/091	Armarouge	[Fire]	[SR - Shiny Rare]	(Foil),Armarouge [Fire] [SR - Shiny Rare] (Foil),0.5,4.1,4.6
116/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	116/091	Slowpoke	[Water]	[SR - Shiny Rare]	(Foil),Slowpoke [Water] [SR - Shiny Rare] (Foil),0.5,6.1,6.6
117/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	117/091	Slowbro	[Water]	[SR - Shiny Rare]	(Foil),Slowbro [Water] [SR - Shiny Rare] (Foil),0.5,8.1,8.6
118/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	118/091	Staryu	[Water]	[SR - Shiny Rare]	(Foil),Staryu [Water] [SR - Shiny Rare] (Foil),0.5,6.1,6.6
119/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	119/091	Starmie	[Water]	[SR - Shiny Rare]	(Foil),Starmie [Water] [SR - Shiny Rare] (Foil),0.5,4.8,5.3
120/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	120/091	Paldean Tauros	[Water]	[SR - Shiny Rare]	(Foil),Paldean Tauros [Water] [SR - Shiny Rare] (Foil),0.5,4.1,4.6
121/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	121/091	Wiglett	[Water]	[SR - Shiny Rare]	(Foil),Wiglett [Water] [SR - Shiny Rare] (Foil),0.5,4.1,4.6
122/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	122/091	Wugtrio	[Water]	[SR - Shiny Rare]	(Foil),Wugtrio [Water] [SR - Shiny Rare] (Foil),0.5,3.5,4.0
123/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	123/091	Finizen	[Water]	[SR - Shiny Rare]	(Foil),Finizen [Water] [SR - Shiny Rare] (Foil),0.5,7.4,7.9
124/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	124/091	Palafin	[Water]	[SR - Shiny Rare]	(Foil),Palafin [Water] [SR - Shiny Rare] (Foil),0.5,4.1,4.6
125/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	125/091	Veluza	[Water]	[SR - Shiny Rare]	(Foil),Veluza [Water] [SR - Shiny Rare] (Foil),0.5,2.3,2.8
126/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	126/091	Dondozo	[Water]	[SR - Shiny Rare]	(Foil),Dondozo [Water] [SR - Shiny Rare] (Foil),0.5,3.8,4.3
127/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	127/091	Tatsugiri	[Water]	[SR - Shiny Rare]	(Foil),Tatsugiri [Water] [SR - Shiny Rare] (Foil),0.5,2.8,3.3
128/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	128/091	Frigibax	[Water]	[SR - Shiny Rare]	(Foil),Frigibax [Water] [SR - Shiny Rare] (Foil),0.5,8.8,9.3
129/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	129/091	Arctibax	[Water]	[SR - Shiny Rare]	(Foil),Arctibax [Water] [SR - Shiny Rare] (Foil),0.5,4.1,4.6
130/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	130/091	Baxcalibur	[Water]	[SR - Shiny Rare]	(Foil),Baxcalibur [Water] [SR - Shiny Rare] (Foil),0.5,7.4,7.9
131/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	131/091	Pikachu	[Lightning]	[SR - Shiny Rare]	(Foil),Pikachu [Lightning] [SR - Shiny Rare] (Foil),0.5,59.1,59.6
132/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	132/091	Raichu	[Lightning]	[SR - Shiny Rare]	(Foil),Raichu [Lightning] [SR - Shiny Rare] (Foil),0.5,12.7,13.2
133/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	133/091	Voltorb	[Lightning]	[SR - Shiny Rare]	(Foil),Voltorb [Lightning] [SR - Shiny Rare] (Foil),0.5,3.5,4.0
134/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	134/091	Electrode	[Lightning]	[SR - Shiny Rare]	(Foil),Electrode [Lightning] [SR - Shiny Rare] (Foil),0.5,4.8,5.3
135/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	135/091	Shinx	[Lightning]	[SR - Shiny Rare]	(Foil),Shinx [Lightning] [SR - Shiny Rare] (Foil),0.5,6.8,7.3
136/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	136/091	Luxio	[Lightning]	[SR - Shiny Rare]	(Foil),Luxio [Lightning] [SR - Shiny Rare] (Foil),0.5,4.1,4.6
137/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	137/091	Luxray	[Lightning]	[SR - Shiny Rare]	(Foil),Luxray [Lightning] [SR - Shiny Rare] (Foil),0.5,10.1,10.6
138/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	138/091	Pachirisu	[Lightning]	[SR - Shiny Rare]	(Foil),Pachirisu [Lightning] [SR - Shiny Rare] (Foil),0.5,4.1,4.6
139/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	139/091	Thundurus	[Lightning]	[SR - Shiny Rare]	(Foil),Thundurus [Lightning] [SR - Shiny Rare] (Foil),0.5,3.2,3.7
140/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	140/091	Toxel	[Lightning]	[SR - Shiny Rare]	(Foil),Toxel [Lightning] [SR - Shiny Rare] (Foil),0.5,2.5,3.0
141/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	141/091	Toxtricity	[Lightning]	[SR - Shiny Rare]	(Foil),Toxtricity [Lightning] [SR - Shiny Rare] (Foil),0.5,4.1,4.6
142/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	142/091	Pawmi	[Lightning]	[SR - Shiny Rare]	(Foil),Pawmi [Lightning] [SR - Shiny Rare] (Foil),0.5,3.5,4.0
143/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	143/091	Pawmo	[Lightning]	[SR - Shiny Rare]	(Foil),Pawmo [Lightning] [SR - Shiny Rare] (Foil),0.5,2.1,2.6
144/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	144/091	Pawmot	[Lightning]	[SR - Shiny Rare]	(Foil),Pawmot [Lightning] [SR - Shiny Rare] (Foil),0.5,2.8,3.3
145/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	145/091	Wattrel	[Lightning]	[SR - Shiny Rare]	(Foil),Wattrel [Lightning] [SR - Shiny Rare] (Foil),0.5,4.8,5.3
146/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	146/091	Kilowattrel	[Lightning]	[SR - Shiny Rare]	(Foil),Kilowattrel [Lightning] [SR - Shiny Rare] (Foil),0.5,2.8,3.3
147/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	147/091	Wigglytuff	[Psychic]	[SR - Shiny Rare]	(Foil),Wigglytuff [Psychic] [SR - Shiny Rare] (Foil),0.5,3.5,4.0
148/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	148/091	Abra	[Psychic]	[SR - Shiny Rare]	(Foil),Abra [Psychic] [SR - Shiny Rare] (Foil),0.5,5.4,5.9
149/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	149/091	Kadabra	[Psychic]	[SR - Shiny Rare]	(Foil),Kadabra [Psychic] [SR - Shiny Rare] (Foil),0.5,5.4,5.9
150/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	150/091	Cleffa	[Psychic]	[SR - Shiny Rare]	(Foil),Cleffa [Psychic] [SR - Shiny Rare] (Foil),0.5,3.8,4.3
151/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	151/091	Natu	[Psychic]	[SR - Shiny Rare]	(Foil),Natu [Psychic] [SR - Shiny Rare] (Foil),0.5,10.1,10.6
152/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	152/091	Xatu	[Psychic]	[SR - Shiny Rare]	(Foil),Xatu [Psychic] [SR - Shiny Rare] (Foil),0.5,10.1,10.6
153/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	153/091	Ralts	[Psychic]	[SR - Shiny Rare]	(Foil),Ralts [Psychic] [SR - Shiny Rare] (Foil),0.5,8.1,8.6
154/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	154/091	Kirlia	[Psychic]	[SR - Shiny Rare]	(Foil),Kirlia [Psychic] [SR - Shiny Rare] (Foil),0.5,6.1,6.6
155/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	155/091	Drifloon	[Psychic]	[SR - Shiny Rare]	(Foil),Drifloon [Psychic] [SR - Shiny Rare] (Foil),0.5,14.1,14.6
156/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	156/091	Drifblim	[Psychic]	[SR - Shiny Rare]	(Foil),Drifblim [Psychic] [SR - Shiny Rare] (Foil),0.5,2.8,3.3
157/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	157/091	Mime Jr.	[Psychic]	[SR - Shiny Rare]	(Foil),Mime Jr. [Psychic] [SR - Shiny Rare] (Foil),0.5,2.5,3.0
158/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	158/091	Spiritomb	[Psychic]	[SR - Shiny Rare]	(Foil),Spiritomb [Psychic] [SR - Shiny Rare] (Foil),0.5,7.4,7.9
159/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	159/091	Klefki	[Psychic]	[SR - Shiny Rare]	(Foil),Klefki [Psychic] [SR - Shiny Rare] (Foil),0.5,8.8,9.3
160/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	160/091	Mimikyu	[Psychic]	[SR - Shiny Rare]	(Foil),Mimikyu [Psychic] [SR - Shiny Rare] (Foil),0.5,15.4,15.9
161/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	161/091	Dachsbun	[Psychic]	[SR - Shiny Rare]	(Foil),Dachsbun [Psychic] [SR - Shiny Rare] (Foil),0.5,4.1,4.6
162/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	162/091	Ceruledge	[Psychic]	[SR - Shiny Rare]	(Foil),Ceruledge [Psychic] [SR - Shiny Rare] (Foil),0.5,4.8,5.3
163/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	163/091	Rabsca	[Psychic]	[SR - Shiny Rare]	(Foil),Rabsca [Psychic] [SR - Shiny Rare] (Foil),0.5,2.5,3.0
164/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	164/091	Flittle	[Psychic]	[SR - Shiny Rare]	(Foil),Flittle [Psychic] [SR - Shiny Rare] (Foil),0.5,2.8,3.3
165/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	165/091	Tinkatink	[Psychic]	[SR - Shiny Rare]	(Foil),Tinkatink [Psychic] [SR - Shiny Rare] (Foil),0.5,4.1,4.6
166/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	166/091	Tinkatuff	[Psychic]	[SR - Shiny Rare]	(Foil),Tinkatuff [Psychic] [SR - Shiny Rare] (Foil),0.5,4.1,4.6
167/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	167/091	Tinkaton	[Psychic]	[SR - Shiny Rare]	(Foil),Tinkaton [Psychic] [SR - Shiny Rare] (Foil),0.5,7.4,7.9
168/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	168/091	Houndstone	[Psychic]	[SR - Shiny Rare]	(Foil),Houndstone [Psychic] [SR - Shiny Rare] (Foil),0.5,2.8,3.3
169/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	169/091	Mankey	[Fighting]	[SR - Shiny Rare]	(Foil),Mankey [Fighting] [SR - Shiny Rare] (Foil),0.5,3.5,4.0
170/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	170/091	Primeape	[Fighting]	[SR - Shiny Rare]	(Foil),Primeape [Fighting] [SR - Shiny Rare] (Foil),0.5,2.8,3.3
171/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	171/091	Annihilape	[Fighting]	[SR - Shiny Rare]	(Foil),Annihilape [Fighting] [SR - Shiny Rare] (Foil),0.5,3.5,4.0
172/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	172/091	Paldean Tauros	[Fighting]	[SR - Shiny Rare]	(Foil),Paldean Tauros [Fighting] [SR - Shiny Rare] (Foil),0.5,2.4,2.9
173/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	173/091	Riolu	[Fighting]	[SR - Shiny Rare]	(Foil),Riolu [Fighting] [SR - Shiny Rare] (Foil),0.5,4.8,5.3
174/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	174/091	Lucario	[Fighting]	[SR - Shiny Rare]	(Foil),Lucario [Fighting] [SR - Shiny Rare] (Foil),0.5,8.8,9.3
175/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	175/091	Hawlucha	[Fighting]	[SR - Shiny Rare]	(Foil),Hawlucha [Fighting] [SR - Shiny Rare] (Foil),0.5,4.8,5.3
176/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	176/091	Nacli	[Fighting]	[SR - Shiny Rare]	(Foil),Nacli [Fighting] [SR - Shiny Rare] (Foil),0.5,1.9,2.4
177/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	177/091	Naclstack	[Fighting]	[SR - Shiny Rare]	(Foil),Naclstack [Fighting] [SR - Shiny Rare] (Foil),0.5,2.8,3.3
178/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	178/091	Garganacl	[Fighting]	[SR - Shiny Rare]	(Foil),Garganacl [Fighting] [SR - Shiny Rare] (Foil),0.5,2.8,3.3
179/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	179/091	Glimmet	[Fighting]	[SR - Shiny Rare]	(Foil),Glimmet [Fighting] [SR - Shiny Rare] (Foil),0.5,2.5,3.0
180/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	180/091	Paldean Wooper	[Darkness]	[SR - Shiny Rare]	(Foil),Paldean Wooper [Darkness] [SR - Shiny Rare] (Foil),0.5,4.8,5.3
181/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	181/091	Murkrow	[Darkness]	[SR - Shiny Rare]	(Foil),Murkrow [Darkness] [SR - Shiny Rare] (Foil),0.5,4.8,5.3
182/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	182/091	Sneasel	[Darkness]	[SR - Shiny Rare]	(Foil),Sneasel [Darkness] [SR - Shiny Rare] (Foil),0.5,4.8,5.3
183/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	183/091	Weavile	[Darkness]	[SR - Shiny Rare]	(Foil),Weavile [Darkness] [SR - Shiny Rare] (Foil),0.5,2.1,2.6
184/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	184/091	Sableye	[Darkness]	[SR - Shiny Rare]	(Foil),Sableye [Darkness] [SR - Shiny Rare] (Foil),0.5,3.5,4.0
185/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	185/091	Pawniard	[Darkness]	[SR - Shiny Rare]	(Foil),Pawniard [Darkness] [SR - Shiny Rare] (Foil),0.5,2.5,3.0
186/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	186/091	Bisharp	[Darkness]	[SR - Shiny Rare]	(Foil),Bisharp [Darkness] [SR - Shiny Rare] (Foil),0.5,2.8,3.3
