ID,Shopify Name,Sawadeekard Name,Before,Change,After
078/162,[ENG]	SV05	Temporal Forces:	078/162	Flutter Mane	[Psychic]	[R - Rare]	(Reverse Holo),Flutter Mane [Psychic] [R - Rare] (Reverse Holo),1.2,-0.19999999999999996,1.0
079/162,[ENG]	SV05	Temporal Forces:	079/162	Iron Valiant	[Psychic]	[U - Uncommon]	(Non-Foil),Iron Valiant [Psychic] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
079/162,[ENG]	SV05	Temporal Forces:	079/162	Iron Valiant	[Psychic]	[U - Uncommon]	(Reverse Holo),Iron Valiant [Psychic] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
080/162,[ENG]	SV05	Temporal Forces:	080/162	Iron Valiant	[Psychic]	[R - Rare]	(Foil),Iron Valiant [Psychic] [R - Rare] (Foil),0.5,0.0,0.5
080/162,[ENG]	SV05	Temporal Forces:	080/162	Iron Valiant	[Psychic]	[R - Rare]	(Reverse Holo),Iron Valiant [Psychic] [R - Rare] (Reverse Holo),1.5,-0.5,1.0
081/162,[ENG]	SV05	Temporal Forces:	081/162	Iron Crown ex	[Psychic]	[RR - Double Rare]	(Foil),Iron Crown ex [Psychic] [RR - Double Rare] (Foil),7.0,-5.0,2.0
082/162,[ENG]	SV05	Temporal Forces:	082/162	Meditite	[Fighting]	[C - Common]	(Non-Foil),Meditite [Fighting] [C - Common] (Non-Foil),0.5,0.0,0.5
082/162,[ENG]	SV05	Temporal Forces:	082/162	Meditite	[Fighting]	[C - Common]	(Reverse Holo),Meditite [Fighting] [C - Common] (Reverse Holo),1.0,0.0,1.0
083/162,[ENG]	SV05	Temporal Forces:	083/162	Medicham	[Fighting]	[C - Common]	(Non-Foil),Medicham [Fighting] [C - Common] (Non-Foil),0.5,0.0,0.5
083/162,[ENG]	SV05	Temporal Forces:	083/162	Medicham	[Fighting]	[C - Common]	(Reverse Holo),Medicham [Fighting] [C - Common] (Reverse Holo),1.0,0.0,1.0
084/162,[ENG]	SV05	Temporal Forces:	084/162	Relicanth	[Fighting]	[R - Rare]	(Foil),Relicanth [Fighting] [R - Rare] (Foil),0.5,0.0,0.5
084/162,[ENG]	SV05	Temporal Forces:	084/162	Relicanth	[Fighting]	[R - Rare]	(Reverse Holo),Relicanth [Fighting] [R - Rare] (Reverse Holo),1.2,-0.19999999999999996,1.0
085/162,[ENG]	SV05	Temporal Forces:	085/162	Drilbur	[Fighting]	[C - Common]	(Non-Foil),Drilbur [Fighting] [C - Common] (Non-Foil),0.5,0.0,0.5
085/162,[ENG]	SV05	Temporal Forces:	085/162	Drilbur	[Fighting]	[C - Common]	(Reverse Holo),Drilbur [Fighting] [C - Common] (Reverse Holo),1.0,0.0,1.0
086/162,[ENG]	SV05	Temporal Forces:	086/162	Excadrill	[Fighting]	[U - Uncommon]	(Non-Foil),Excadrill [Fighting] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
086/162,[ENG]	SV05	Temporal Forces:	086/162	Excadrill	[Fighting]	[U - Uncommon]	(Reverse Holo),Excadrill [Fighting] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
087/162,[ENG]	SV05	Temporal Forces:	087/162	Golett	[Fighting]	[C - Common]	(Non-Foil),Golett [Fighting] [C - Common] (Non-Foil),0.5,0.0,0.5
087/162,[ENG]	SV05	Temporal Forces:	087/162	Golett	[Fighting]	[C - Common]	(Reverse Holo),Golett [Fighting] [C - Common] (Reverse Holo),1.0,0.0,1.0
088/162,[ENG]	SV05	Temporal Forces:	088/162	Golurk	[Fighting]	[U - Uncommon]	(Non-Foil),Golurk [Fighting] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
088/162,[ENG]	SV05	Temporal Forces:	088/162	Golurk	[Fighting]	[U - Uncommon]	(Reverse Holo),Golurk [Fighting] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
089/162,[ENG]	SV05	Temporal Forces:	089/162	Rockruff	[Fighting]	[C - Common]	(Non-Foil),Rockruff [Fighting] [C - Common] (Non-Foil),0.5,0.0,0.5
089/162,[ENG]	SV05	Temporal Forces:	089/162	Rockruff	[Fighting]	[C - Common]	(Reverse Holo),Rockruff [Fighting] [C - Common] (Reverse Holo),1.0,0.0,1.0
090/162,[ENG]	SV05	Temporal Forces:	090/162	Lycanroc	[Fighting]	[U - Uncommon]	(Non-Foil),Lycanroc [Fighting] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
090/162,[ENG]	SV05	Temporal Forces:	090/162	Lycanroc	[Fighting]	[U - Uncommon]	(Reverse Holo),Lycanroc [Fighting] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
091/162,[ENG]	SV05	Temporal Forces:	091/162	Mudbray	[Fighting]	[C - Common]	(Non-Foil),Mudbray [Fighting] [C - Common] (Non-Foil),0.5,0.0,0.5
091/162,[ENG]	SV05	Temporal Forces:	091/162	Mudbray	[Fighting]	[C - Common]	(Reverse Holo),Mudbray [Fighting] [C - Common] (Reverse Holo),1.0,0.0,1.0
092/162,[ENG]	SV05	Temporal Forces:	092/162	Mudsdale	[Fighting]	[U - Uncommon]	(Non-Foil),Mudsdale [Fighting] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
092/162,[ENG]	SV05	Temporal Forces:	092/162	Mudsdale	[Fighting]	[U - Uncommon]	(Reverse Holo),Mudsdale [Fighting] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
093/162,[ENG]	SV05	Temporal Forces:	093/162	Rolycoly	[Fighting]	[C - Common]	(Non-Foil),Rolycoly [Fighting] [C - Common] (Non-Foil),0.5,0.0,0.5
093/162,[ENG]	SV05	Temporal Forces:	093/162	Rolycoly	[Fighting]	[C - Common]	(Reverse Holo),Rolycoly [Fighting] [C - Common] (Reverse Holo),1.0,0.0,1.0
094/162,[ENG]	SV05	Temporal Forces:	094/162	Carkol	[Fighting]	[C - Common]	(Non-Foil),Carkol [Fighting] [C - Common] (Non-Foil),0.8,-0.30000000000000004,0.5
094/162,[ENG]	SV05	Temporal Forces:	094/162	Carkol	[Fighting]	[C - Common]	(Reverse Holo),Carkol [Fighting] [C - Common] (Reverse Holo),1.0,0.0,1.0
095/162,[ENG]	SV05	Temporal Forces:	095/162	Coalossal	[Fighting]	[U - Uncommon]	(Non-Foil),Coalossal [Fighting] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
095/162,[ENG]	SV05	Temporal Forces:	095/162	Coalossal	[Fighting]	[U - Uncommon]	(Reverse Holo),Coalossal [Fighting] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
096/162,[ENG]	SV05	Temporal Forces:	096/162	Great Tusk	[Fighting]	[U - Uncommon]	(Non-Foil),Great Tusk [Fighting] [U - Uncommon] (Non-Foil),0.8,-0.30000000000000004,0.5
096/162,[ENG]	SV05	Temporal Forces:	096/162	Great Tusk	[Fighting]	[U - Uncommon]	(Reverse Holo),Great Tusk [Fighting] [U - Uncommon] (Reverse Holo),1.5,-0.5,1.0
097/162,[ENG]	SV05	Temporal Forces:	097/162	Great Tusk	[Fighting]	[U - Uncommon]	(Non-Foil),Great Tusk [Fighting] [U - Uncommon] (Non-Foil),0.8,-0.30000000000000004,0.5
097/162,[ENG]	SV05	Temporal Forces:	097/162	Great Tusk	[Fighting]	[U - Uncommon]	(Reverse Holo),Great Tusk [Fighting] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
098/162,[ENG]	SV05	Temporal Forces:	098/162	Sandy Shocks	[Fighting]	[U - Uncommon]	(Non-Foil),Sandy Shocks [Fighting] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
098/162,[ENG]	SV05	Temporal Forces:	098/162	Sandy Shocks	[Fighting]	[U - Uncommon]	(Reverse Holo),Sandy Shocks [Fighting] [U - Uncommon] (Reverse Holo),1.0,0.19999999999999996,1.2
099/162,[ENG]	SV05	Temporal Forces:	099/162	Iron Boulder ex	[Fighting]	[RR - Double Rare]	(Foil),Iron Boulder ex [Fighting] [RR - Double Rare] (Foil),2.0,0.0,2.0
100/162,[ENG]	SV05	Temporal Forces:	100/162	Ekans	[Darkness]	[C - Common]	(Non-Foil),Ekans [Darkness] [C - Common] (Non-Foil),0.5,0.0,0.5
100/162,[ENG]	SV05	Temporal Forces:	100/162	Ekans	[Darkness]	[C - Common]	(Reverse Holo),Ekans [Darkness] [C - Common] (Reverse Holo),1.0,0.0,1.0
101/162,[ENG]	SV05	Temporal Forces:	101/162	Arbok	[Darkness]	[C - Common]	(Non-Foil),Arbok [Darkness] [C - Common] (Non-Foil),0.5,0.09999999999999998,0.6
101/162,[ENG]	SV05	Temporal Forces:	101/162	Arbok	[Darkness]	[C - Common]	(Reverse Holo),Arbok [Darkness] [C - Common] (Reverse Holo),1.0,0.0,1.0
102/162,[ENG]	SV05	Temporal Forces:	102/162	Gastly	[Darkness]	[C - Common]	(Non-Foil),Gastly [Darkness] [C - Common] (Non-Foil),0.5,0.0,0.5
102/162,[ENG]	SV05	Temporal Forces:	102/162	Gastly	[Darkness]	[C - Common]	(Reverse Holo),Gastly [Darkness] [C - Common] (Reverse Holo),1.0,0.0,1.0
103/162,[ENG]	SV05	Temporal Forces:	103/162	Haunter	[Darkness]	[C - Common]	(Non-Foil),Haunter [Darkness] [C - Common] (Non-Foil),0.5,0.0,0.5
103/162,[ENG]	SV05	Temporal Forces:	103/162	Haunter	[Darkness]	[C - Common]	(Reverse Holo),Haunter [Darkness] [C - Common] (Reverse Holo),1.0,0.0,1.0
104/162,[ENG]	SV05	Temporal Forces:	104/162	Gengar ex	[Darkness]	[RR - Double Rare]	(Foil),Gengar ex [Darkness] [RR - Double Rare] (Foil),3.5,-1.5,2.0
105/162,[ENG]	SV05	Temporal Forces:	105/162	Poochyena	[Darkness]	[C - Common]	(Non-Foil),Poochyena [Darkness] [C - Common] (Non-Foil),0.5,0.0,0.5
105/162,[ENG]	SV05	Temporal Forces:	105/162	Poochyena	[Darkness]	[C - Common]	(Reverse Holo),Poochyena [Darkness] [C - Common] (Reverse Holo),1.0,0.0,1.0
106/162,[ENG]	SV05	Temporal Forces:	106/162	Mightyena	[Darkness]	[C - Common]	(Non-Foil),Mightyena [Darkness] [C - Common] (Non-Foil),0.5,0.0,0.5
106/162,[ENG]	SV05	Temporal Forces:	106/162	Mightyena	[Darkness]	[C - Common]	(Reverse Holo),Mightyena [Darkness] [C - Common] (Reverse Holo),1.0,0.0,1.0
107/162,[ENG]	SV05	Temporal Forces:	107/162	Sableye	[Darkness]	[U - Uncommon]	(Non-Foil),Sableye [Darkness] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
107/162,[ENG]	SV05	Temporal Forces:	107/162	Sableye	[Darkness]	[U - Uncommon]	(Reverse Holo),Sableye [Darkness] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
108/162,[ENG]	SV05	Temporal Forces:	108/162	Farigiraf ex	[Darkness]	[RR - Double Rare]	(Foil),Farigiraf ex [Darkness] [RR - Double Rare] (Foil),2.0,0.0,2.0
109/162,[ENG]	SV05	Temporal Forces:	109/162	Roaring Moon	[Darkness]	[R - Rare]	(Foil),Roaring Moon [Darkness] [R - Rare] (Foil),0.5,0.09999999999999998,0.6
109/162,[ENG]	SV05	Temporal Forces:	109/162	Roaring Moon	[Darkness]	[R - Rare]	(Reverse Holo),Roaring Moon [Darkness] [R - Rare] (Reverse Holo),1.0,0.19999999999999996,1.2
110/162,[ENG]	SV05	Temporal Forces:	110/162	Forrestress	[Metal]	[U - Uncommon]	(Non-Foil),Forrestress [Metal] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
110/162,[ENG]	SV05	Temporal Forces:	110/162	Forrestress	[Metal]	[U - Uncommon]	(Reverse Holo),Forrestress [Metal] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
111/162,[ENG]	SV05	Temporal Forces:	111/162	Scizor ex	[Metal]	[RR - Double Rare]	(Foil),Scizor ex [Metal] [RR - Double Rare] (Foil),2.0,0.0,2.0
112/162,[ENG]	SV05	Temporal Forces:	112/162	Mawile	[Metal]	[C - Common]	(Non-Foil),Mawile [Metal] [C - Common] (Non-Foil),0.5,0.0,0.5
112/162,[ENG]	SV05	Temporal Forces:	112/162	Mawile	[Metal]	[C - Common]	(Reverse Holo),Mawile [Metal] [C - Common] (Reverse Holo),1.0,0.0,1.0
113/162,[ENG]	SV05	Temporal Forces:	113/162	Beldum	[Metal]	[C - Common]	(Non-Foil),Beldum [Metal] [C - Common] (Non-Foil),0.5,0.0,0.5
113/162,[ENG]	SV05	Temporal Forces:	113/162	Beldum	[Metal]	[C - Common]	(Reverse Holo),Beldum [Metal] [C - Common] (Reverse Holo),1.2,-0.19999999999999996,1.0
114/162,[ENG]	SV05	Temporal Forces:	114/162	Metang	[Metal]	[C - Common]	(Non-Foil),Metang [Metal] [C - Common] (Non-Foil),0.8,-0.20000000000000007,0.6
114/162,[ENG]	SV05	Temporal Forces:	114/162	Metang	[Metal]	[C - Common]	(Reverse Holo),Metang [Metal] [C - Common] (Reverse Holo),1.0,0.0,1.0
115/162,[ENG]	SV05	Temporal Forces:	115/162	Metagross	[Metal]	[U - Uncommon]	(Non-Foil),Metagross [Metal] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
115/162,[ENG]	SV05	Temporal Forces:	115/162	Metagross	[Metal]	[U - Uncommon]	(Reverse Holo),Metagross [Metal] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
116/162,[ENG]	SV05	Temporal Forces:	116/162	Meltan	[Metal]	[C - Common]	(Non-Foil),Meltan [Metal] [C - Common] (Non-Foil),0.5,0.0,0.5
116/162,[ENG]	SV05	Temporal Forces:	116/162	Meltan	[Metal]	[C - Common]	(Reverse Holo),Meltan [Metal] [C - Common] (Reverse Holo),1.0,0.0,1.0
117/162,[ENG]	SV05	Temporal Forces:	117/162	Melmetal	[Metal]	[R - Rare]	(Foil),Melmetal [Metal] [R - Rare] (Foil),0.5,0.0,0.5
117/162,[ENG]	SV05	Temporal Forces:	117/162	Melmetal	[Metal]	[R - Rare]	(Reverse Holo),Melmetal [Metal] [R - Rare] (Reverse Holo),1.0,0.0,1.0
118/162,[ENG]	SV05	Temporal Forces:	118/162	Iron Threads	[Metal]	[U - Uncommon]	(Non-Foil),Iron Threads [Metal] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
118/162,[ENG]	SV05	Temporal Forces:	118/162	Iron Threads	[Metal]	[U - Uncommon]	(Reverse Holo),Iron Threads [Metal] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
119/162,[ENG]	SV05	Temporal Forces:	119/162	Koraidon	[Dragon]	[R - Rare]	(Foil),Koraidon [Dragon] [R - Rare] (Foil),0.5,0.0,0.5
119/162,[ENG]	SV05	Temporal Forces:	119/162	Koraidon	[Dragon]	[R - Rare]	(Reverse Holo),Koraidon [Dragon] [R - Rare] (Reverse Holo),1.2,-0.19999999999999996,1.0
120/162,[ENG]	SV05	Temporal Forces:	120/162	Koraidon ex	[Dragon]	[RR - Double Rare]	(Foil),Koraidon ex [Dragon] [RR - Double Rare] (Foil),2.0,0.0,2.0
121/162,[ENG]	SV05	Temporal Forces:	121/162	Miraidon	[Dragon]	[R - Rare]	(Foil),Miraidon [Dragon] [R - Rare] (Foil),0.5,0.09999999999999998,0.6
121/162,[ENG]	SV05	Temporal Forces:	121/162	Miraidon	[Dragon]	[R - Rare]	(Reverse Holo),Miraidon [Dragon] [R - Rare] (Reverse Holo),1.0,0.0,1.0
122/162,[ENG]	SV05	Temporal Forces:	122/162	Miraidon ex	[Dragon]	[RR - Double Rare]	(Foil),Miraidon ex [Dragon] [RR - Double Rare] (Foil),2.0,0.0,2.0
123/162,[ENG]	SV05	Temporal Forces:	123/162	Raging Bolt ex	[Dragon]	[RR - Double Rare]	(Foil),Raging Bolt ex [Dragon] [RR - Double Rare] (Foil),3.5,3.8,7.3
124/162,[ENG]	SV05	Temporal Forces:	124/162	Lickitung	[Colorless]	[C - Common]	(Non-Foil),Lickitung [Colorless] [C - Common] (Non-Foil),0.5,0.0,0.5
124/162,[ENG]	SV05	Temporal Forces:	124/162	Lickitung	[Colorless]	[C - Common]	(Reverse Holo),Lickitung [Colorless] [C - Common] (Reverse Holo),1.0,0.0,1.0
125/162,[ENG]	SV05	Temporal Forces:	125/162	Lickilicky	[Colorless]	[C - Common]	(Non-Foil),Lickilicky [Colorless] [C - Common] (Non-Foil),0.5,0.0,0.5
125/162,[ENG]	SV05	Temporal Forces:	125/162	Lickilicky	[Colorless]	[C - Common]	(Reverse Holo),Lickilicky [Colorless] [C - Common] (Reverse Holo),1.0,0.0,1.0
126/162,[ENG]	SV05	Temporal Forces:	126/162	Hoothoot	[Colorless]	[C - Common]	(Non-Foil),Hoothoot [Colorless] [C - Common] (Non-Foil),0.5,0.0,0.5
126/162,[ENG]	SV05	Temporal Forces:	126/162	Hoothoot	[Colorless]	[C - Common]	(Reverse Holo),Hoothoot [Colorless] [C - Common] (Reverse Holo),1.0,0.0,1.0
127/162,[ENG]	SV05	Temporal Forces:	127/162	Noctowl	[Colorless]	[C - Common]	(Non-Foil),Noctowl [Colorless] [C - Common] (Non-Foil),0.8,-0.30000000000000004,0.5
127/162,[ENG]	SV05	Temporal Forces:	127/162	Noctowl	[Colorless]	[C - Common]	(Reverse Holo),Noctowl [Colorless] [C - Common] (Reverse Holo),1.0,0.0,1.0
128/162,[ENG]	SV05	Temporal Forces:	128/162	Dunsparce	[Colorless]	[C - Common]	(Non-Foil),Dunsparce [Colorless] [C - Common] (Non-Foil),0.5,0.5,1.0
128/162,[ENG]	SV05	Temporal Forces:	128/162	Dunsparce	[Colorless]	[C - Common]	(Reverse Holo),Dunsparce [Colorless] [C - Common] (Reverse Holo),1.2,-0.19999999999999996,1.0
129/162,[ENG]	SV05	Temporal Forces:	129/162	Dudunsparce	[Colorless]	[R - Rare]	(Foil),Dudunsparce [Colorless] [R - Rare] (Foil),0.7,-0.09999999999999998,0.6
129/162,[ENG]	SV05	Temporal Forces:	129/162	Dudunsparce	[Colorless]	[R - Rare]	(Reverse Holo),Dudunsparce [Colorless] [R - Rare] (Reverse Holo),2.0,-1.0,1.0
130/162,[ENG]	SV05	Temporal Forces:	130/162	Skitty	[Colorless]	[C - Common]	(Non-Foil),Skitty [Colorless] [C - Common] (Non-Foil),0.5,0.0,0.5
130/162,[ENG]	SV05	Temporal Forces:	130/162	Skitty	[Colorless]	[C - Common]	(Reverse Holo),Skitty [Colorless] [C - Common] (Reverse Holo),1.0,0.0,1.0
131/162,[ENG]	SV05	Temporal Forces:	131/162	Delcatty	[Colorless]	[U - Uncommon]	(Non-Foil),Delcatty [Colorless] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
131/162,[ENG]	SV05	Temporal Forces:	131/162	Delcatty	[Colorless]	[U - Uncommon]	(Reverse Holo),Delcatty [Colorless] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
132/162,[ENG]	SV05	Temporal Forces:	132/162	Chatot	[Colorless]	[C - Common]	(Non-Foil),Chatot [Colorless] [C - Common] (Non-Foil),0.5,0.0,0.5
132/162,[ENG]	SV05	Temporal Forces:	132/162	Chatot	[Colorless]	[C - Common]	(Reverse Holo),Chatot [Colorless] [C - Common] (Reverse Holo),1.0,0.0,1.0
133/162,[ENG]	SV05	Temporal Forces:	133/162	Pidove	[Colorless]	[C - Common]	(Non-Foil),Pidove [Colorless] [C - Common] (Non-Foil),0.5,0.0,0.5
133/162,[ENG]	SV05	Temporal Forces:	133/162	Pidove	[Colorless]	[C - Common]	(Reverse Holo),Pidove [Colorless] [C - Common] (Reverse Holo),1.0,0.0,1.0
134/162,[ENG]	SV05	Temporal Forces:	134/162	Tranquill	[Colorless]	[C - Common]	(Non-Foil),Tranquill [Colorless] [C - Common] (Non-Foil),0.5,0.0,0.5
134/162,[ENG]	SV05	Temporal Forces:	134/162	Tranquill	[Colorless]	[C - Common]	(Reverse Holo),Tranquill [Colorless] [C - Common] (Reverse Holo),1.0,0.0,1.0
135/162,[ENG]	SV05	Temporal Forces:	135/162	Unfezant	[Colorless]	[U - Uncommon]	(Non-Foil),Unfezant [Colorless] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
135/162,[ENG]	SV05	Temporal Forces:	135/162	Unfezant	[Colorless]	[U - Uncommon]	(Reverse Holo),Unfezant [Colorless] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
136/162,[ENG]	SV05	Temporal Forces:	136/162	Minccino	[Colorless]	[C - Common]	(Non-Foil),Minccino [Colorless] [C - Common] (Non-Foil),0.5,0.0,0.5
136/162,[ENG]	SV05	Temporal Forces:	136/162	Minccino	[Colorless]	[C - Common]	(Reverse Holo),Minccino [Colorless] [C - Common] (Reverse Holo),1.0,0.0,1.0
137/162,[ENG]	SV05	Temporal Forces:	137/162	Cinccino	[Colorless]	[U - Uncommon]	(Non-Foil),Cinccino [Colorless] [U - Uncommon] (Non-Foil),0.7,-0.19999999999999996,0.5
137/162,[ENG]	SV05	Temporal Forces:	137/162	Cinccino	[Colorless]	[U - Uncommon]	(Reverse Holo),Cinccino [Colorless] [U - Uncommon] (Reverse Holo),1.5,-0.5,1.0
138/162,[ENG]	SV05	Temporal Forces:	138/162	Drampa	[Colorless]	[R - Rare]	(Foil),Drampa [Colorless] [R - Rare] (Foil),0.5,0.0,0.5
138/162,[ENG]	SV05	Temporal Forces:	138/162	Drampa	[Colorless]	[R - Rare]	(Reverse Holo),Drampa [Colorless] [R - Rare] (Reverse Holo),1.2,-0.19999999999999996,1.0
139/162,[ENG]	SV05	Temporal Forces:	139/162	Iron Jugulis	[Colorless]	[U - Uncommon]	(Non-Foil),Iron Jugulis [Colorless] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
139/162,[ENG]	SV05	Temporal Forces:	139/162	Iron Jugulis	[Colorless]	[U - Uncommon]	(Reverse Holo),Iron Jugulis [Colorless] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
140/162,[ENG]	SV05	Temporal Forces:	140/162	Ancient Booster Energy Capsule	[Pokemon Tool]	[U - Uncommon]	(Non-Foil),Ancient Booster Energy Capsule [Pokemon Tool] [U - Uncommon] (Non-Foil),0.6,-0.09999999999999998,0.5
140/162,[ENG]	SV05	Temporal Forces:	140/162	Ancient Booster Energy Capsule	[Pokemon Tool]	[U - Uncommon]	(Reverse Holo),Ancient Booster Energy Capsule [Pokemon Tool] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
141/162,[ENG]	SV05	Temporal Forces:	141/162	Awakening Drum	[Item]	[AS - ACE SPEC]	(Foil),Awakening Drum [Item] [AS - ACE SPEC] (Foil),8.0,-7.0,1.0
142/162,[ENG]	SV05	Temporal Forces:	142/162	Bianca's Devotion	[Supporter]	[U - Uncommon]	(Non-Foil),Bianca's Devotion [Supporter] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
142/162,[ENG]	SV05	Temporal Forces:	142/162	Bianca's Devotion	[Supporter]	[U - Uncommon]	(Reverse Holo),Bianca's Devotion [Supporter] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
143/162,[ENG]	SV05	Temporal Forces:	143/162	Boxed Order	[Item]	[U - Uncommon]	(Non-Foil),Boxed Order [Item] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
143/162,[ENG]	SV05	Temporal Forces:	143/162	Boxed Order	[Item]	[U - Uncommon]	(Reverse Holo),Boxed Order [Item] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
144/162,[ENG]	SV05	Temporal Forces:	144/162	Buddy-Buddy Poffin	[Item]	[U - Uncommon]	(Non-Foil),Buddy-Buddy Poffin [Item] [U - Uncommon] (Non-Foil),4.0,0.0,4.0
144/162,[ENG]	SV05	Temporal Forces:	144/162	Buddy-Buddy Poffin	[Item]	[U - Uncommon]	(Reverse Holo),Buddy-Buddy Poffin [Item] [U - Uncommon] (Reverse Holo),6.0,-2.6,3.4
145/162,[ENG]	SV05	Temporal Forces:	145/162	Ciphermaniac's Codebreaking	[Supporter]	[U - Uncommon]	(Non-Foil),Ciphermaniac's Codebreaking [Supporter] [U - Uncommon] (Non-Foil),0.8,-0.20000000000000007,0.6
145/162,[ENG]	SV05	Temporal Forces:	145/162	Ciphermaniac's Codebreaking	[Supporter]	[U - Uncommon]	(Reverse Holo),Ciphermaniac's Codebreaking [Supporter] [U - Uncommon] (Reverse Holo),2.0,-0.8,1.2
146/162,[ENG]	SV05	Temporal Forces:	146/162	Eri	[Supporter]	[U - Uncommon]	(Non-Foil),Eri [Supporter] [U - Uncommon] (Non-Foil),0.8,-0.20000000000000007,0.6
146/162,[ENG]	SV05	Temporal Forces:	146/162	Eri	[Supporter]	[U - Uncommon]	(Reverse Holo),Eri [Supporter] [U - Uncommon] (Reverse Holo),1.2,-0.19999999999999996,1.0
147/162,[ENG]	SV05	Temporal Forces:	147/162	Explorer's Guidance	[Supporter]	[U - Uncommon]	(Non-Foil),Explorer's Guidance [Supporter] [U - Uncommon] (Non-Foil),1.0,0.0,1.0
147/162,[ENG]	SV05	Temporal Forces:	147/162	Explorer's Guidance	[Supporter]	[U - Uncommon]	(Reverse Holo),Explorer's Guidance [Supporter] [U - Uncommon] (Reverse Holo),2.0,-0.6000000000000001,1.4
148/162,[ENG]	SV05	Temporal Forces:	148/162	Full Metal Lab	[Stadium]	[U - Uncommon]	(Non-Foil),Full Metal Lab [Stadium] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
148/162,[ENG]	SV05	Temporal Forces:	148/162	Full Metal Lab	[Stadium]	[U - Uncommon]	(Reverse Holo),Full Metal Lab [Stadium] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
149/162,[ENG]	SV05	Temporal Forces:	149/162	Future Booster Energy Capsule	[Pokemon Tool]	[U - Uncommon]	(Non-Foil),Future Booster Energy Capsule [Pokemon Tool] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
149/162,[ENG]	SV05	Temporal Forces:	149/162	Future Booster Energy Capsule	[Pokemon Tool]	[U - Uncommon]	(Reverse Holo),Future Booster Energy Capsule [Pokemon Tool] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
150/162,[ENG]	SV05	Temporal Forces:	150/162	Hand Trimmer	[Item]	[U - Uncommon]	(Non-Foil),Hand Trimmer [Item] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
150/162,[ENG]	SV05	Temporal Forces:	150/162	Hand Trimmer	[Item]	[U - Uncommon]	(Reverse Holo),Hand Trimmer [Item] [U - Uncommon] (Reverse Holo),1.2,-0.19999999999999996,1.0
151/162,[ENG]	SV05	Temporal Forces:	151/162	Heavy Baton	[Pokemon Tool]	[U - Uncommon]	(Non-Foil),Heavy Baton [Pokemon Tool] [U - Uncommon] (Non-Foil),0.8,-0.20000000000000007,0.6
151/162,[ENG]	SV05	Temporal Forces:	151/162	Heavy Baton	[Pokemon Tool]	[U - Uncommon]	(Reverse Holo),Heavy Baton [Pokemon Tool] [U - Uncommon] (Reverse Holo),1.2,-0.19999999999999996,1.0
152/162,[ENG]	SV05	Temporal Forces:	152/162	Hero's Cape	[Pokemon Tool]	[AS - ACE SPEC]	(Foil),Hero's Cape [Pokemon Tool] [AS - ACE SPEC] (Foil),25.0,-15.7,9.3
153/162,[ENG]	SV05	Temporal Forces:	153/162	Master Ball	[Item]	[AS - ACE SPEC]	(Foil),Master Ball [Item] [AS - ACE SPEC] (Foil),10.0,-6.7,3.3
154/162,[ENG]	SV05	Temporal Forces:	154/162	Maximum Belt	[Pokemon Tool]	[AS - ACE SPEC]	(Foil),Maximum Belt [Pokemon Tool] [AS - ACE SPEC] (Foil),15.0,-5.699999999999999,9.3
